Year,Country,Average_Temperature,Average_Rainfall,Item,Yield,Pesticides
1992,Brazil,27.58,1761.0,Soybeans,20352,67003.89
1992,Brazil,27.58,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,27.58,1761.0,Wheat,14295,67003.89
1992,Brazil,27.58,1761.0,Yams,91413,67003.89
1992,Brazil,20.21,1761.0,Cassava,120019,67003.89
1992,Brazil,20.21,1761.0,Maize,22828,67003.89
1992,Brazil,20.21,1761.0,Potatoes,140432,67003.89
1992,Brazil,20.21,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,20.21,1761.0,Sorghum,17190,67003.89
1992,Brazil,20.21,1761.0,Soybeans,20352,67003.89
1992,Brazil,20.21,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,20.21,1761.0,Wheat,14295,67003.89
1992,Brazil,20.21,1761.0,Yams,91413,67003.89
1992,Brazil,27.42,1761.0,Cassava,120019,67003.89
1992,Brazil,27.42,1761.0,Maize,22828,67003.89
1992,Brazil,27.42,1761.0,Potatoes,140432,67003.89
1992,Brazil,27.42,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,27.42,1761.0,Sorghum,17190,67003.89
1992,Brazil,27.42,1761.0,Soybeans,20352,67003.89
1992,Brazil,27.42,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,27.42,1761.0,Wheat,14295,67003.89
1992,Brazil,27.42,1761.0,Yams,91413,67003.89
1992,Brazil,18.72,1761.0,Cassava,120019,67003.89
1992,Brazil,18.72,1761.0,Maize,22828,67003.89
1992,Brazil,18.72,1761.0,Potatoes,140432,67003.89
1992,Brazil,18.72,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,18.72,1761.0,Sorghum,17190,67003.89
1992,Brazil,18.72,1761.0,Soybeans,20352,67003.89
1992,Brazil,18.72,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,18.72,1761.0,Wheat,14295,67003.89
1992,Brazil,18.72,1761.0,Yams,91413,67003.89
1992,Brazil,25.61,1761.0,Cassava,120019,67003.89
1992,Brazil,25.61,1761.0,Maize,22828,67003.89
1992,Brazil,25.61,1761.0,Potatoes,140432,67003.89
1992,Brazil,25.61,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,25.61,1761.0,Sorghum,17190,67003.89
1992,Brazil,25.61,1761.0,Soybeans,20352,67003.89
1992,Brazil,25.61,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,25.61,1761.0,Wheat,14295,67003.89
1992,Brazil,25.61,1761.0,Yams,91413,67003.89
1992,Brazil,24.24,1761.0,Cassava,120019,67003.89
1992,Brazil,24.24,1761.0,Maize,22828,67003.89
1992,Brazil,24.24,1761.0,Potatoes,140432,67003.89
1992,Brazil,24.24,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,24.24,1761.0,Sorghum,17190,67003.89
1992,Brazil,24.24,1761.0,Soybeans,20352,67003.89
1992,Brazil,24.24,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,24.24,1761.0,Wheat,14295,67003.89
1992,Brazil,24.24,1761.0,Yams,91413,67003.89
1992,Brazil,24.97,1761.0,Cassava,120019,67003.89
1992,Brazil,24.97,1761.0,Maize,22828,67003.89
1992,Brazil,24.97,1761.0,Potatoes,140432,67003.89
1992,Brazil,24.97,1761.0,"Rice, paddy",21349,67003.89
1992,Brazil,24.97,1761.0,Sorghum,17190,67003.89
1992,Brazil,24.97,1761.0,Soybeans,20352,67003.89
1992,Brazil,24.97,1761.0,Sweet potatoes,104452,67003.89
1992,Brazil,24.97,1761.0,Wheat,14295,67003.89
1992,Brazil,24.97,1761.0,Yams,91413,67003.89
1993,Brazil,21.94,1761.0,Cassava,120628,75658.33
1993,Brazil,21.94,1761.0,Maize,25321,75658.33
1993,Brazil,21.94,1761.0,Potatoes,146090,75658.33
1993,Brazil,21.94,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,21.94,1761.0,Sorghum,20167,75658.33
1993,Brazil,21.94,1761.0,Soybeans,21241,75658.33
1993,Brazil,21.94,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,21.94,1761.0,Wheat,14825,75658.33
1993,Brazil,21.94,1761.0,Yams,91471,75658.33
1993,Brazil,20.49,1761.0,Cassava,120628,75658.33
1993,Brazil,20.49,1761.0,Maize,25321,75658.33
1993,Brazil,20.49,1761.0,Potatoes,146090,75658.33
1993,Brazil,20.49,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,20.49,1761.0,Sorghum,20167,75658.33
1993,Brazil,20.49,1761.0,Soybeans,21241,75658.33
1993,Brazil,20.49,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,20.49,1761.0,Wheat,14825,75658.33
1993,Brazil,20.49,1761.0,Yams,91471,75658.33
1993,Brazil,17.93,1761.0,Cassava,120628,75658.33
1993,Brazil,17.93,1761.0,Maize,25321,75658.33
1993,Brazil,17.93,1761.0,Potatoes,146090,75658.33
1993,Brazil,17.93,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,17.93,1761.0,Sorghum,20167,75658.33
1993,Brazil,17.93,1761.0,Soybeans,21241,75658.33
1993,Brazil,17.93,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,17.93,1761.0,Wheat,14825,75658.33
1993,Brazil,17.93,1761.0,Yams,91471,75658.33
1993,Brazil,17.93,1761.0,Cassava,120628,75658.33
1993,Brazil,17.93,1761.0,Maize,25321,75658.33
1993,Brazil,17.93,1761.0,Potatoes,146090,75658.33
1993,Brazil,17.93,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,17.93,1761.0,Sorghum,20167,75658.33
1993,Brazil,17.93,1761.0,Soybeans,21241,75658.33
1993,Brazil,17.93,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,17.93,1761.0,Wheat,14825,75658.33
1993,Brazil,17.93,1761.0,Yams,91471,75658.33
1993,Brazil,28.18,1761.0,Cassava,120628,75658.33
1993,Brazil,28.18,1761.0,Maize,25321,75658.33
1993,Brazil,28.18,1761.0,Potatoes,146090,75658.33
1993,Brazil,28.18,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,28.18,1761.0,Sorghum,20167,75658.33
1993,Brazil,28.18,1761.0,Soybeans,21241,75658.33
1993,Brazil,28.18,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,28.18,1761.0,Wheat,14825,75658.33
1993,Brazil,28.18,1761.0,Yams,91471,75658.33
1993,Brazil,20.49,1761.0,Cassava,120628,75658.33
1993,Brazil,20.49,1761.0,Maize,25321,75658.33
1993,Brazil,20.49,1761.0,Potatoes,146090,75658.33
1993,Brazil,20.49,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,20.49,1761.0,Sorghum,20167,75658.33
1993,Brazil,20.49,1761.0,Soybeans,21241,75658.33
1993,Brazil,20.49,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,20.49,1761.0,Wheat,14825,75658.33
1993,Brazil,20.49,1761.0,Yams,91471,75658.33
1993,Brazil,26.89,1761.0,Cassava,120628,75658.33
1993,Brazil,26.89,1761.0,Maize,25321,75658.33
1993,Brazil,26.89,1761.0,Potatoes,146090,75658.33
1993,Brazil,26.89,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,26.89,1761.0,Sorghum,20167,75658.33
1993,Brazil,26.89,1761.0,Soybeans,21241,75658.33
1993,Brazil,26.89,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,26.89,1761.0,Wheat,14825,75658.33
1993,Brazil,26.89,1761.0,Yams,91471,75658.33
1993,Brazil,18.69,1761.0,Cassava,120628,75658.33
1993,Brazil,18.69,1761.0,Maize,25321,75658.33
1993,Brazil,18.69,1761.0,Potatoes,146090,75658.33
1993,Brazil,18.69,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,18.69,1761.0,Sorghum,20167,75658.33
1993,Brazil,18.69,1761.0,Soybeans,21241,75658.33
1993,Brazil,18.69,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,18.69,1761.0,Wheat,14825,75658.33
1993,Brazil,18.69,1761.0,Yams,91471,75658.33
1993,Brazil,26.06,1761.0,Cassava,120628,75658.33
1993,Brazil,26.06,1761.0,Maize,25321,75658.33
1993,Brazil,26.06,1761.0,Potatoes,146090,75658.33
1993,Brazil,26.06,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,26.06,1761.0,Sorghum,20167,75658.33
1993,Brazil,26.06,1761.0,Soybeans,21241,75658.33
1993,Brazil,26.06,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,26.06,1761.0,Wheat,14825,75658.33
1993,Brazil,26.06,1761.0,Yams,91471,75658.33
1993,Brazil,24.65,1761.0,Cassava,120628,75658.33
1993,Brazil,24.65,1761.0,Maize,25321,75658.33
1993,Brazil,24.65,1761.0,Potatoes,146090,75658.33
1993,Brazil,24.65,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,24.65,1761.0,Sorghum,20167,75658.33
1993,Brazil,24.65,1761.0,Soybeans,21241,75658.33
1993,Brazil,24.65,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,24.65,1761.0,Wheat,14825,75658.33
1993,Brazil,24.65,1761.0,Yams,91471,75658.33
1993,Brazil,25.41,1761.0,Cassava,120628,75658.33
1993,Brazil,25.41,1761.0,Maize,25321,75658.33
1993,Brazil,25.41,1761.0,Potatoes,146090,75658.33
1993,Brazil,25.41,1761.0,"Rice, paddy",22912,75658.33
1993,Brazil,25.41,1761.0,Sorghum,20167,75658.33
1993,Brazil,25.41,1761.0,Soybeans,21241,75658.33
1993,Brazil,25.41,1761.0,Sweet potatoes,107920,75658.33
1993,Brazil,25.41,1761.0,Wheat,14825,75658.33
1993,Brazil,25.41,1761.0,Yams,91471,75658.33
1994,Brazil,21.91,1761.0,Cassava,132173,84312.78
1994,Brazil,21.91,1761.0,Maize,23629,84312.78
1994,Brazil,21.91,1761.0,Potatoes,144802,84312.78
1994,Brazil,21.91,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,21.91,1761.0,Sorghum,19056,84312.78
1994,Brazil,21.91,1761.0,Soybeans,21632,84312.78
1994,Brazil,21.91,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,21.91,1761.0,Wheat,15541,84312.78
1994,Brazil,21.91,1761.0,Yams,91667,84312.78
1994,Brazil,20.77,1761.0,Cassava,132173,84312.78
1994,Brazil,20.77,1761.0,Maize,23629,84312.78
1994,Brazil,20.77,1761.0,Potatoes,144802,84312.78
1994,Brazil,20.77,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,20.77,1761.0,Sorghum,19056,84312.78
1994,Brazil,20.77,1761.0,Soybeans,21632,84312.78
1994,Brazil,20.77,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,20.77,1761.0,Wheat,15541,84312.78
1994,Brazil,20.77,1761.0,Yams,91667,84312.78
1994,Brazil,18.42,1761.0,Cassava,132173,84312.78
1994,Brazil,18.42,1761.0,Maize,23629,84312.78
1994,Brazil,18.42,1761.0,Potatoes,144802,84312.78
1994,Brazil,18.42,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,18.42,1761.0,Sorghum,19056,84312.78
1994,Brazil,18.42,1761.0,Soybeans,21632,84312.78
1994,Brazil,18.42,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,18.42,1761.0,Wheat,15541,84312.78
1994,Brazil,18.42,1761.0,Yams,91667,84312.78
1994,Brazil,18.42,1761.0,Cassava,132173,84312.78
1994,Brazil,18.42,1761.0,Maize,23629,84312.78
1994,Brazil,18.42,1761.0,Potatoes,144802,84312.78
1994,Brazil,18.42,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,18.42,1761.0,Sorghum,19056,84312.78
1994,Brazil,18.42,1761.0,Soybeans,21632,84312.78
1994,Brazil,18.42,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,18.42,1761.0,Wheat,15541,84312.78
1994,Brazil,18.42,1761.0,Yams,91667,84312.78
1994,Brazil,27.53,1761.0,Cassava,132173,84312.78
1994,Brazil,27.53,1761.0,Maize,23629,84312.78
1994,Brazil,27.53,1761.0,Potatoes,144802,84312.78
1994,Brazil,27.53,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,27.53,1761.0,Sorghum,19056,84312.78
1994,Brazil,27.53,1761.0,Soybeans,21632,84312.78
1994,Brazil,27.53,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,27.53,1761.0,Wheat,15541,84312.78
1994,Brazil,27.53,1761.0,Yams,91667,84312.78
1994,Brazil,20.77,1761.0,Cassava,132173,84312.78
1994,Brazil,20.77,1761.0,Maize,23629,84312.78
1994,Brazil,20.77,1761.0,Potatoes,144802,84312.78
1994,Brazil,20.77,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,20.77,1761.0,Sorghum,19056,84312.78
1994,Brazil,20.77,1761.0,Soybeans,21632,84312.78
1994,Brazil,20.77,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,20.77,1761.0,Wheat,15541,84312.78
1994,Brazil,20.77,1761.0,Yams,91667,84312.78
1994,Brazil,26.9,1761.0,Cassava,132173,84312.78
1994,Brazil,26.9,1761.0,Maize,23629,84312.78
1994,Brazil,26.9,1761.0,Potatoes,144802,84312.78
1994,Brazil,26.9,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,26.9,1761.0,Sorghum,19056,84312.78
1994,Brazil,26.9,1761.0,Soybeans,21632,84312.78
1994,Brazil,26.9,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,26.9,1761.0,Wheat,15541,84312.78
1994,Brazil,26.9,1761.0,Yams,91667,84312.78
1994,Brazil,19.15,1761.0,Cassava,132173,84312.78
1994,Brazil,19.15,1761.0,Maize,23629,84312.78
1994,Brazil,19.15,1761.0,Potatoes,144802,84312.78
1994,Brazil,19.15,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,19.15,1761.0,Sorghum,19056,84312.78
1994,Brazil,19.15,1761.0,Soybeans,21632,84312.78
1994,Brazil,19.15,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,19.15,1761.0,Wheat,15541,84312.78
1994,Brazil,19.15,1761.0,Yams,91667,84312.78
1994,Brazil,26.05,1761.0,Cassava,132173,84312.78
1994,Brazil,26.05,1761.0,Maize,23629,84312.78
1994,Brazil,26.05,1761.0,Potatoes,144802,84312.78
1994,Brazil,26.05,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,26.05,1761.0,Sorghum,19056,84312.78
1994,Brazil,26.05,1761.0,Soybeans,21632,84312.78
1994,Brazil,26.05,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,26.05,1761.0,Wheat,15541,84312.78
1994,Brazil,26.05,1761.0,Yams,91667,84312.78
1994,Brazil,24.71,1761.0,Cassava,132173,84312.78
1994,Brazil,24.71,1761.0,Maize,23629,84312.78
1994,Brazil,24.71,1761.0,Potatoes,144802,84312.78
1994,Brazil,24.71,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,24.71,1761.0,Sorghum,19056,84312.78
1994,Brazil,24.71,1761.0,Soybeans,21632,84312.78
1994,Brazil,24.71,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,24.71,1761.0,Wheat,15541,84312.78
1994,Brazil,24.71,1761.0,Yams,91667,84312.78
1994,Brazil,25.42,1761.0,Cassava,132173,84312.78
1994,Brazil,25.42,1761.0,Maize,23629,84312.78
1994,Brazil,25.42,1761.0,Potatoes,144802,84312.78
1994,Brazil,25.42,1761.0,"Rice, paddy",23876,84312.78
1994,Brazil,25.42,1761.0,Sorghum,19056,84312.78
1994,Brazil,25.42,1761.0,Soybeans,21632,84312.78
1994,Brazil,25.42,1761.0,Sweet potatoes,113070,84312.78
1994,Brazil,25.42,1761.0,Wheat,15541,84312.78
1994,Brazil,25.42,1761.0,Yams,91667,84312.78
1995,Brazil,22.07,1761.0,Cassava,130631,92967.22
1995,Brazil,22.07,1761.0,Maize,26005,92967.22
1995,Brazil,22.07,1761.0,Potatoes,152304,92967.22
1995,Brazil,22.07,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,22.07,1761.0,Sorghum,17981,92967.22
1995,Brazil,22.07,1761.0,Soybeans,21998,92967.22
1995,Brazil,22.07,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,22.07,1761.0,Wheat,15420,92967.22
1995,Brazil,22.07,1761.0,Yams,91587,92967.22
1995,Brazil,20.61,1761.0,Cassava,130631,92967.22
1995,Brazil,20.61,1761.0,Maize,26005,92967.22
1995,Brazil,20.61,1761.0,Potatoes,152304,92967.22
1995,Brazil,20.61,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,20.61,1761.0,Sorghum,17981,92967.22
1995,Brazil,20.61,1761.0,Soybeans,21998,92967.22
1995,Brazil,20.61,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,20.61,1761.0,Wheat,15420,92967.22
1995,Brazil,20.61,1761.0,Yams,91587,92967.22
1995,Brazil,18.27,1761.0,Cassava,130631,92967.22
1995,Brazil,18.27,1761.0,Maize,26005,92967.22
1995,Brazil,18.27,1761.0,Potatoes,152304,92967.22
1995,Brazil,18.27,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,18.27,1761.0,Sorghum,17981,92967.22
1995,Brazil,18.27,1761.0,Soybeans,21998,92967.22
1995,Brazil,18.27,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,18.27,1761.0,Wheat,15420,92967.22
1995,Brazil,18.27,1761.0,Yams,91587,92967.22
1995,Brazil,18.27,1761.0,Cassava,130631,92967.22
1995,Brazil,18.27,1761.0,Maize,26005,92967.22
1995,Brazil,18.27,1761.0,Potatoes,152304,92967.22
1995,Brazil,18.27,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,18.27,1761.0,Sorghum,17981,92967.22
1995,Brazil,18.27,1761.0,Soybeans,21998,92967.22
1995,Brazil,18.27,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,18.27,1761.0,Wheat,15420,92967.22
1995,Brazil,18.27,1761.0,Yams,91587,92967.22
1995,Brazil,27.52,1761.0,Cassava,130631,92967.22
1995,Brazil,27.52,1761.0,Maize,26005,92967.22
1995,Brazil,27.52,1761.0,Potatoes,152304,92967.22
1995,Brazil,27.52,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,27.52,1761.0,Sorghum,17981,92967.22
1995,Brazil,27.52,1761.0,Soybeans,21998,92967.22
1995,Brazil,27.52,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,27.52,1761.0,Wheat,15420,92967.22
1995,Brazil,27.52,1761.0,Yams,91587,92967.22
1995,Brazil,20.61,1761.0,Cassava,130631,92967.22
1995,Brazil,20.61,1761.0,Maize,26005,92967.22
1995,Brazil,20.61,1761.0,Potatoes,152304,92967.22
1995,Brazil,20.61,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,20.61,1761.0,Sorghum,17981,92967.22
1995,Brazil,20.61,1761.0,Soybeans,21998,92967.22
1995,Brazil,20.61,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,20.61,1761.0,Wheat,15420,92967.22
1995,Brazil,20.61,1761.0,Yams,91587,92967.22
1995,Brazil,27.34,1761.0,Cassava,130631,92967.22
1995,Brazil,27.34,1761.0,Maize,26005,92967.22
1995,Brazil,27.34,1761.0,Potatoes,152304,92967.22
1995,Brazil,27.34,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,27.34,1761.0,Sorghum,17981,92967.22
1995,Brazil,27.34,1761.0,Soybeans,21998,92967.22
1995,Brazil,27.34,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,27.34,1761.0,Wheat,15420,92967.22
1995,Brazil,27.34,1761.0,Yams,91587,92967.22
1995,Brazil,18.89,1761.0,Cassava,130631,92967.22
1995,Brazil,18.89,1761.0,Maize,26005,92967.22
1995,Brazil,18.89,1761.0,Potatoes,152304,92967.22
1995,Brazil,18.89,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,18.89,1761.0,Sorghum,17981,92967.22
1995,Brazil,18.89,1761.0,Soybeans,21998,92967.22
1995,Brazil,18.89,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,18.89,1761.0,Wheat,15420,92967.22
1995,Brazil,18.89,1761.0,Yams,91587,92967.22
1995,Brazil,26.05,1761.0,Cassava,130631,92967.22
1995,Brazil,26.05,1761.0,Maize,26005,92967.22
1995,Brazil,26.05,1761.0,Potatoes,152304,92967.22
1995,Brazil,26.05,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,26.05,1761.0,Sorghum,17981,92967.22
1995,Brazil,26.05,1761.0,Soybeans,21998,92967.22
1995,Brazil,26.05,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,26.05,1761.0,Wheat,15420,92967.22
1995,Brazil,26.05,1761.0,Yams,91587,92967.22
1995,Brazil,24.77,1761.0,Cassava,130631,92967.22
1995,Brazil,24.77,1761.0,Maize,26005,92967.22
1995,Brazil,24.77,1761.0,Potatoes,152304,92967.22
1995,Brazil,24.77,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,24.77,1761.0,Sorghum,17981,92967.22
1995,Brazil,24.77,1761.0,Soybeans,21998,92967.22
1995,Brazil,24.77,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,24.77,1761.0,Wheat,15420,92967.22
1995,Brazil,24.77,1761.0,Yams,91587,92967.22
1995,Brazil,25.65,1761.0,Cassava,130631,92967.22
1995,Brazil,25.65,1761.0,Maize,26005,92967.22
1995,Brazil,25.65,1761.0,Potatoes,152304,92967.22
1995,Brazil,25.65,1761.0,"Rice, paddy",25668,92967.22
1995,Brazil,25.65,1761.0,Sorghum,17981,92967.22
1995,Brazil,25.65,1761.0,Soybeans,21998,92967.22
1995,Brazil,25.65,1761.0,Sweet potatoes,110676,92967.22
1995,Brazil,25.65,1761.0,Wheat,15420,92967.22
1995,Brazil,25.65,1761.0,Yams,91587,92967.22
1996,Brazil,21.56,1761.0,Cassava,117588,101621.67
1996,Brazil,21.56,1761.0,Maize,24761,101621.67
1996,Brazil,21.56,1761.0,Potatoes,146506,101621.67
1996,Brazil,21.56,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,21.56,1761.0,Sorghum,18118,101621.67
1996,Brazil,21.56,1761.0,Soybeans,22493,101621.67
1996,Brazil,21.56,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,21.56,1761.0,Wheat,18334,101621.67
1996,Brazil,21.56,1761.0,Yams,91837,101621.67
1996,Brazil,20.18,1761.0,Cassava,117588,101621.67
1996,Brazil,20.18,1761.0,Maize,24761,101621.67
1996,Brazil,20.18,1761.0,Potatoes,146506,101621.67
1996,Brazil,20.18,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,20.18,1761.0,Sorghum,18118,101621.67
1996,Brazil,20.18,1761.0,Soybeans,22493,101621.67
1996,Brazil,20.18,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,20.18,1761.0,Wheat,18334,101621.67
1996,Brazil,20.18,1761.0,Yams,91837,101621.67
1996,Brazil,17.83,1761.0,Cassava,117588,101621.67
1996,Brazil,17.83,1761.0,Maize,24761,101621.67
1996,Brazil,17.83,1761.0,Potatoes,146506,101621.67
1996,Brazil,17.83,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,17.83,1761.0,Sorghum,18118,101621.67
1996,Brazil,17.83,1761.0,Soybeans,22493,101621.67
1996,Brazil,17.83,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,17.83,1761.0,Wheat,18334,101621.67
1996,Brazil,17.83,1761.0,Yams,91837,101621.67
1996,Brazil,17.83,1761.0,Cassava,117588,101621.67
1996,Brazil,17.83,1761.0,Maize,24761,101621.67
1996,Brazil,17.83,1761.0,Potatoes,146506,101621.67
1996,Brazil,17.83,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,17.83,1761.0,Sorghum,18118,101621.67
1996,Brazil,17.83,1761.0,Soybeans,22493,101621.67
1996,Brazil,17.83,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,17.83,1761.0,Wheat,18334,101621.67
1996,Brazil,17.83,1761.0,Yams,91837,101621.67
1996,Brazil,27.6,1761.0,Cassava,117588,101621.67
1996,Brazil,27.6,1761.0,Maize,24761,101621.67
1996,Brazil,27.6,1761.0,Potatoes,146506,101621.67
1996,Brazil,27.6,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,27.6,1761.0,Sorghum,18118,101621.67
1996,Brazil,27.6,1761.0,Soybeans,22493,101621.67
1996,Brazil,27.6,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,27.6,1761.0,Wheat,18334,101621.67
1996,Brazil,27.6,1761.0,Yams,91837,101621.67
1996,Brazil,20.18,1761.0,Cassava,117588,101621.67
1996,Brazil,20.18,1761.0,Maize,24761,101621.67
1996,Brazil,20.18,1761.0,Potatoes,146506,101621.67
1996,Brazil,20.18,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,20.18,1761.0,Sorghum,18118,101621.67
1996,Brazil,20.18,1761.0,Soybeans,22493,101621.67
1996,Brazil,20.18,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,20.18,1761.0,Wheat,18334,101621.67
1996,Brazil,20.18,1761.0,Yams,91837,101621.67
1996,Brazil,27.07,1761.0,Cassava,117588,101621.67
1996,Brazil,27.07,1761.0,Maize,24761,101621.67
1996,Brazil,27.07,1761.0,Potatoes,146506,101621.67
1996,Brazil,27.07,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,27.07,1761.0,Sorghum,18118,101621.67
1996,Brazil,27.07,1761.0,Soybeans,22493,101621.67
1996,Brazil,27.07,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,27.07,1761.0,Wheat,18334,101621.67
1996,Brazil,27.07,1761.0,Yams,91837,101621.67
1996,Brazil,18.63,1761.0,Cassava,117588,101621.67
1996,Brazil,18.63,1761.0,Maize,24761,101621.67
1996,Brazil,18.63,1761.0,Potatoes,146506,101621.67
1996,Brazil,18.63,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,18.63,1761.0,Sorghum,18118,101621.67
1996,Brazil,18.63,1761.0,Soybeans,22493,101621.67
1996,Brazil,18.63,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,18.63,1761.0,Wheat,18334,101621.67
1996,Brazil,18.63,1761.0,Yams,91837,101621.67
1996,Brazil,25.94,1761.0,Cassava,117588,101621.67
1996,Brazil,25.94,1761.0,Maize,24761,101621.67
1996,Brazil,25.94,1761.0,Potatoes,146506,101621.67
1996,Brazil,25.94,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,25.94,1761.0,Sorghum,18118,101621.67
1996,Brazil,25.94,1761.0,Soybeans,22493,101621.67
1996,Brazil,25.94,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,25.94,1761.0,Wheat,18334,101621.67
1996,Brazil,25.94,1761.0,Yams,91837,101621.67
1996,Brazil,24.28,1761.0,Cassava,117588,101621.67
1996,Brazil,24.28,1761.0,Maize,24761,101621.67
1996,Brazil,24.28,1761.0,Potatoes,146506,101621.67
1996,Brazil,24.28,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,24.28,1761.0,Sorghum,18118,101621.67
1996,Brazil,24.28,1761.0,Soybeans,22493,101621.67
1996,Brazil,24.28,1761.0,Sweet potatoes,86415,101621.67
1996,Brazil,24.28,1761.0,Wheat,18334,101621.67
1996,Brazil,24.28,1761.0,Yams,91837,101621.67
1996,Brazil,25.45,1761.0,Cassava,117588,101621.67
1996,Brazil,25.45,1761.0,Maize,24761,101621.67
1996,Brazil,25.45,1761.0,Potatoes,146506,101621.67
1996,Brazil,25.45,1761.0,"Rice, paddy",26578,101621.67
1996,Brazil,25.45,1761.0,Sorghum,18118,101621.67
